Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel_Type_Decoded,Vehicle_Category,Engine_Cat,Efficiency_Score,CO2_per_Liter,Powertrain,Emission_Class
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2.0,4,AM7,Z,9.4,6.8,8.3,34,192,Premium Gasoline,Wagon,Small <2.0L,12.048192771084336,2313.2530120481924,4-cyl or less,Medium 150-200
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,9.9,7.0,8.6,33,201,Premium Gasoline,Wagon,Small <2.0L,11.627906976744187,2337.2093023255816,4-cyl or less,High 200-250
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,26,253,Premium Gasoline,Compact,Medium 2.0-3.5L,9.345794392523365,2364.4859813084113,6-cyl,Very High >250
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.7,9.2,11.2,25,263,Premium Gasoline,Compact,Medium 2.0-3.5L,8.928571428571429,2348.214285714286,6-cyl,Very High >250
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.9,8.8,11.1,25,255,Premium Gasoline,Compact,Medium 2.0-3.5L,9.00900900900901,2297.2972972972975,6-cyl,Very High >250
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6,A9,Z,12.4,8.9,10.8,26,255,Premium Gasoline,Wagon,Medium 2.0-3.5L,9.25925925925926,2361.111111111111,6-cyl,Very High >250
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263,Premium Gasoline,Compact,Large >3.5L,8.928571428571429,2348.214285714286,8-cyl,Very High >250
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263,Premium Gasoline,Compact,Large >3.5L,8.928571428571429,2348.214285714286,8-cyl,Very High >250
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.9,9.7,12.0,24,282,Premium Gasoline,Compact,Large >3.5L,8.333333333333334,2350.0,8-cyl,Very High >250
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Z,13.9,9.2,11.8,24,277,Premium Gasoline,Compact,Large >3.5L,8.47457627118644,2347.457627118644,8-cyl,Very High >250
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2.0,4,AM7,Z,10.3,7.9,9.2,31,217,Premium Gasoline,Compact,Small <2.0L,10.869565217391305,2358.6956521739135,4-cyl or less,High 200-250
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6,A9,Z,12.4,8.7,10.7,26,235,Premium Gasoline,Compact,Medium 2.0-3.5L,9.345794392523365,2196.261682242991,6-cyl,High 200-250
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,29,232,Premium Gasoline,Sedan,Medium 2.0-3.5L,10.1010101010101,2343.434343434343,6-cyl,High 200-250
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.5,9.0,10.9,26,245,Premium Gasoline,Compact,Medium 2.0-3.5L,9.174311926605505,2247.706422018349,6-cyl,High 200-250
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6,A9,Z,12.3,8.5,10.6,27,237,Premium Gasoline,Compact,Medium 2.0-3.5L,9.433962264150944,2235.8490566037735,6-cyl,High 200-250
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,11.5,8.6,10.2,28,239,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.803921568627452,2343.137254901961,6-cyl,High 200-250
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Z,16.0,10.5,13.5,21,318,Premium Gasoline,Sedan,Large >3.5L,7.407407407407407,2355.5555555555557,8-cyl,Very High >250
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8,A9,Z,14.6,10.4,12.7,22,299,Premium Gasoline,Sedan,Large >3.5L,7.874015748031496,2354.3307086614172,8-cyl,Very High >250
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8,A9,Z,18.1,15.6,17.0,17,396,Premium Gasoline,SUV,Large >3.5L,5.882352941176471,2329.4117647058824,8-cyl,Very High >250
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6,A9,Z,12.5,9.6,11.2,25,262,Premium Gasoline,SUV,Medium 2.0-3.5L,8.928571428571429,2339.2857142857147,6-cyl,Very High >250
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3.0,6,A9,Z,12.6,9.7,11.3,25,265,Premium Gasoline,SUV,Medium 2.0-3.5L,8.849557522123893,2345.1327433628317,6-cyl,Very High >250
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309,Premium Gasoline,SUV,Large >3.5L,7.575757575757576,2340.909090909091,8-cyl,Very High >250
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309,Premium Gasoline,SUV,Large >3.5L,7.575757575757576,2340.909090909091,8-cyl,Very High >250
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.0,10.6,12.4,23,292,Premium Gasoline,SUV,Medium 2.0-3.5L,8.064516129032258,2354.838709677419,6-cyl,Very High >250
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3.0,6,A9,Z,14.1,10.9,12.6,22,297,Premium Gasoline,SUV,Medium 2.0-3.5L,7.936507936507937,2357.1428571428573,6-cyl,Very High >250
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.7,13.4,15.8,18,370,Premium Gasoline,SUV,Large >3.5L,6.329113924050633,2341.772151898734,8-cyl,Very High >250
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,A7,Z,17.2,12.8,15.2,19,357,Premium Gasoline,SUV,Large >3.5L,6.578947368421053,2348.684210526316,8-cyl,Very High >250
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.8,13.2,15.7,18,370,Premium Gasoline,SUV,Large >3.5L,6.369426751592357,2356.6878980891724,8-cyl,Very High >250
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3.0,6,A9,Z,12.4,9.8,11.2,25,264,Premium Gasoline,Compact,Medium 2.0-3.5L,8.928571428571429,2357.1428571428573,6-cyl,Very High >250
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,15.5,11.5,13.7,21,323,Premium Gasoline,Compact,Large >3.5L,7.299270072992701,2357.664233576643,8-cyl,Very High >250
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,15.6,11.5,13.7,21,324,Premium Gasoline,Compact,Large >3.5L,7.299270072992701,2364.963503649635,8-cyl,Very High >250
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4.0,8,AM7,Z,15.3,11.4,13.5,21,315,Premium Gasoline,Other,Large >3.5L,7.407407407407407,2333.333333333333,8-cyl,Very High >250
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4.0,8,AM7,Z,15.2,11.4,13.5,21,315,Premium Gasoline,Other,Large >3.5L,7.407407407407407,2333.333333333333,8-cyl,Very High >250
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4.0,8,AM7,Z,15.9,11.8,14.0,20,327,Premium Gasoline,Other,Large >3.5L,7.142857142857143,2335.714285714286,8-cyl,Very High >250
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8,A9,Z,14.1,8.9,11.8,24,275,Premium Gasoline,Sedan,Large >3.5L,8.47457627118644,2330.508474576271,8-cyl,Very High >250
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22,306,Premium Gasoline,Compact,Large >3.5L,7.633587786259542,2335.8778625954196,8-cyl,Very High >250
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,14.0,8.7,11.6,24,271,Premium Gasoline,Compact,Large >3.5L,8.620689655172415,2336.206896551724,8-cyl,Very High >250
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6.0,12,A9,Z,17.1,11.0,14.3,20,337,Premium Gasoline,Compact,Large >3.5L,6.9930069930069925,2356.6433566433566,10+ cyl,Very High >250
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6.0,12,A9,Z,17.6,11.0,14.6,19,343,Premium Gasoline,Compact,Large >3.5L,6.8493150684931505,2349.3150684931506,10+ cyl,Very High >250
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13.0,22,303,Premium Gasoline,Other,Large >3.5L,7.6923076923076925,2330.7692307692305,8-cyl,Very High >250
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A9,Z,11.8,8.2,10.2,28,238,Premium Gasoline,Other,Medium 2.0-3.5L,9.803921568627452,2333.3333333333335,6-cyl,High 200-250
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AM7,Z,9.8,6.8,8.4,34,196,Premium Gasoline,Wagon,Small <2.0L,11.904761904761905,2333.333333333333,4-cyl or less,Medium 150-200
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4,AM7,Z,10.3,7.8,9.1,31,215,Premium Gasoline,Wagon,Small <2.0L,10.989010989010989,2362.637362637363,4-cyl or less,High 200-250
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,30,219,Premium Gasoline,Compact,Small <2.0L,10.638297872340425,2329.7872340425533,4-cyl or less,High 200-250
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,29,231,Premium Gasoline,Compact,Small <2.0L,10.1010101010101,2333.333333333333,4-cyl or less,High 200-250
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,30,221,Premium Gasoline,Compact,Small <2.0L,10.526315789473685,2326.315789473684,4-cyl or less,High 200-250
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221,Premium Gasoline,Wagon,Small <2.0L,10.526315789473685,2326.315789473684,4-cyl or less,High 200-250
MERCEDES-BENZ,CLA 250,MINICOMPACT,2.0,4,AM7,Z,9.6,6.6,8.2,34,193,Premium Gasoline,Compact,Small <2.0L,12.195121951219512,2353.658536585366,4-cyl or less,Medium 150-200
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204,Premium Gasoline,Compact,Small <2.0L,11.49425287356322,2344.8275862068967,4-cyl or less,High 200-250
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213,Premium Gasoline,Compact,Medium 2.0-3.5L,10.204081632653061,2173.469387755102,6-cyl,High 200-250
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,29,228,Premium Gasoline,Sedan,Small <2.0L,10.309278350515465,2350.515463917526,4-cyl or less,High 200-250
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3.0,6,A9,Z,11.8,8.5,10.3,27,244,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.70873786407767,2368.9320388349515,6-cyl,High 200-250
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3.0,6,A9,Z,12.7,10.1,11.6,24,271,Premium Gasoline,Compact,Medium 2.0-3.5L,8.620689655172415,2336.206896551724,6-cyl,Very High >250
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.5,9.1,11.0,26,257,Premium Gasoline,Compact,Medium 2.0-3.5L,9.090909090909092,2336.3636363636365,6-cyl,Very High >250
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.3,8.9,10.8,26,254,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.25925925925926,2351.8518518518517,6-cyl,Very High >250
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,17,378,Premium Gasoline,SUV,Large >3.5L,6.134969325153374,2319.0184049079753,8-cyl,Very High >250
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,234,Premium Gasoline,SUV,Small <2.0L,10.0,2340.0,4-cyl or less,High 200-250
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2.0,4,A9,Z,10.8,9.0,10.0,28,234,Premium Gasoline,SUV,Small <2.0L,10.0,2340.0,4-cyl or less,High 200-250
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.9,11.2,13.2,21,312,Premium Gasoline,SUV,Medium 2.0-3.5L,7.575757575757576,2363.6363636363635,6-cyl,Very High >250
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,17.2,12.6,15.1,19,355,Premium Gasoline,SUV,Large >3.5L,6.622516556291391,2350.9933774834435,8-cyl,Very High >250
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286,Premium Gasoline,Sedan,Large >3.5L,8.196721311475411,2344.2622950819673,8-cyl,Very High >250
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,19,355,Premium Gasoline,Sedan,Large >3.5L,6.622516556291391,2350.9933774834435,10+ cyl,Very High >250
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.5,9.8,10.7,26,251,Premium Gasoline,Other,Small <2.0L,9.345794392523365,2345.7943925233644,4-cyl or less,Very High >250
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.3,9.6,10.5,27,248,Premium Gasoline,Other,Small <2.0L,9.523809523809524,2361.904761904762,4-cyl or less,High 200-250
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,12.3,10.3,11.4,25,268,Premium Gasoline,Other,Small <2.0L,8.771929824561402,2350.877192982456,4-cyl or less,Very High >250
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6,A9,Z,12.8,8.5,10.8,26,253,Premium Gasoline,Sedan,Medium 2.0-3.5L,9.25925925925926,2342.592592592592,6-cyl,Very High >250
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,24,275,Premium Gasoline,Compact,Large >3.5L,8.547008547008547,2350.4273504273506,8-cyl,Very High >250
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265,Premium Gasoline,Sedan,Large >3.5L,8.849557522123893,2345.1327433628317,8-cyl,Very High >250
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,11.8,8.5,10.3,27,241,Premium Gasoline,Other,Medium 2.0-3.5L,9.70873786407767,2339.8058252427186,6-cyl,High 200-250
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270,Premium Gasoline,Other,Large >3.5L,8.620689655172415,2327.586206896552,8-cyl,Very High >250
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205,Premium Gasoline,Other,Small <2.0L,11.363636363636363,2329.5454545454545,4-cyl or less,High 200-250
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,Premium Gasoline,Compact,Small <2.0L,12.658227848101266,2329.1139240506327,4-cyl or less,Medium 150-200
MINI,Cooper 3 Door,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175,Premium Gasoline,Compact,Small <2.0L,13.333333333333334,2333.333333333333,4-cyl or less,Medium 150-200
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,Premium Gasoline,Compact,Small <2.0L,12.658227848101266,2329.1139240506327,4-cyl or less,Medium 150-200
MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175,Premium Gasoline,Compact,Small <2.0L,13.333333333333334,2333.333333333333,4-cyl or less,Medium 150-200
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,31,212,Premium Gasoline,Sedan,Small <2.0L,11.11111111111111,2355.5555555555557,4-cyl or less,High 200-250
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,31,214,Premium Gasoline,Sedan,Small <2.0L,10.989010989010989,2351.6483516483518,4-cyl or less,High 200-250
MINI,Cooper Convertible,MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,Premium Gasoline,Compact,Small <2.0L,12.658227848101266,2329.1139240506327,4-cyl or less,Medium 150-200
MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175,Premium Gasoline,Compact,Small <2.0L,13.333333333333334,2333.333333333333,4-cyl or less,Medium 150-200
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215,Premium Gasoline,Wagon,Small <2.0L,10.869565217391305,2336.9565217391305,4-cyl or less,High 200-250
MINI,Cooper Countryman ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214,Premium Gasoline,Wagon,Small <2.0L,10.989010989010989,2351.6483516483518,4-cyl or less,High 200-250
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,Premium Gasoline,Compact,Small <2.0L,11.904761904761905,2345.2380952380954,4-cyl or less,Medium 150-200
MINI,Cooper S 3 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,Premium Gasoline,Compact,Small <2.0L,11.11111111111111,2333.333333333333,4-cyl or less,High 200-250
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,Premium Gasoline,Compact,Small <2.0L,11.904761904761905,2345.2380952380954,4-cyl or less,Medium 150-200
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,Premium Gasoline,Compact,Small <2.0L,11.11111111111111,2333.333333333333,4-cyl or less,High 200-250
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214,Premium Gasoline,Sedan,Small <2.0L,10.869565217391305,2326.0869565217395,4-cyl or less,High 200-250
MINI,Cooper S Clubman ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227,Premium Gasoline,Sedan,Small <2.0L,10.309278350515465,2340.2061855670104,4-cyl or less,High 200-250
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197,Premium Gasoline,Compact,Small <2.0L,11.904761904761905,2345.2380952380954,4-cyl or less,Medium 150-200
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,Premium Gasoline,Compact,Small <2.0L,11.11111111111111,2333.333333333333,4-cyl or less,High 200-250
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,10.5,7.6,9.2,31,215,Premium Gasoline,Sedan,Small <2.0L,10.869565217391305,2336.9565217391305,4-cyl or less,High 200-250
MINI,Cooper S Countryman ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228,Premium Gasoline,Sedan,Small <2.0L,10.309278350515465,2350.515463917526,4-cyl or less,High 200-250
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197,Premium Gasoline,Compact,Small <2.0L,11.904761904761905,2345.2380952380954,4-cyl or less,Medium 150-200
MINI,John Cooper Works 3 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210,Premium Gasoline,Compact,Small <2.0L,11.11111111111111,2333.333333333333,4-cyl or less,High 200-250
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214,Premium Gasoline,Sedan,Small <2.0L,10.869565217391305,2326.0869565217395,4-cyl or less,High 200-250
MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227,Premium Gasoline,Sedan,Small <2.0L,10.309278350515465,2340.2061855670104,4-cyl or less,High 200-250
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197,Premium Gasoline,Compact,Small <2.0L,11.904761904761905,2345.2380952380954,4-cyl or less,Medium 150-200
MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,M6,Z,10.8,7.7,9.4,30,220,Premium Gasoline,Compact,Small <2.0L,10.638297872340425,2340.4255319148933,4-cyl or less,High 200-250
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,AS8,Z,10.6,7.8,9.3,30,220,Premium Gasoline,Sedan,Small <2.0L,10.75268817204301,2365.591397849462,4-cyl or less,High 200-250
MINI,John Cooper Works Countryman ALL4,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228,Premium Gasoline,Sedan,Small <2.0L,10.309278350515465,2350.515463917526,4-cyl or less,High 200-250
MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216,Regular Gasoline,SUV,Small <2.0L,10.75268817204301,2322.5806451612902,4-cyl or less,High 200-250
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143,Regular Gasoline,Compact,Small <2.0L,16.129032258064516,2306.4516129032254,4-cyl or less,Low <150
MITSUBISHI,Mirage,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,151,Regular Gasoline,Compact,Small <2.0L,15.384615384615385,2323.076923076923,4-cyl or less,Medium 150-200
MITSUBISHI,Mirage G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,148,Regular Gasoline,Compact,Small <2.0L,15.625,2312.5,4-cyl or less,Low <150
MITSUBISHI,Mirage G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,153,Regular Gasoline,Compact,Small <2.0L,15.151515151515152,2318.1818181818185,4-cyl or less,Medium 150-200
MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212,Regular Gasoline,SUV,Medium 2.0-3.5L,10.989010989010989,2329.67032967033,4-cyl or less,High 200-250
MITSUBISHI,Outlander 4WD,SUV - SMALL,3.0,6,AS6,Z,12.0,8.8,10.6,27,246,Premium Gasoline,SUV,Medium 2.0-3.5L,9.433962264150944,2320.754716981132,6-cyl,High 200-250
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,206,Regular Gasoline,SUV,Small <2.0L,11.363636363636363,2340.9090909090905,4-cyl or less,High 200-250
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218,Regular Gasoline,SUV,Medium 2.0-3.5L,10.638297872340425,2319.148936170213,4-cyl or less,High 200-250
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,270,Premium Gasoline,Other,Large >3.5L,8.695652173913043,2347.826086956522,6-cyl,Very High >250
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,271,Premium Gasoline,Other,Large >3.5L,8.695652173913043,2356.521739130435,6-cyl,Very High >250
NISSAN,370Z Roadster,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,279,Premium Gasoline,Other,Large >3.5L,8.47457627118644,2364.406779661017,6-cyl,Very High >250
NISSAN,Altima,MID-SIZE,2.5,4,AV,X,8.6,6.1,7.4,38,174,Regular Gasoline,Sedan,Medium 2.0-3.5L,13.513513513513512,2351.3513513513512,4-cyl or less,Medium 150-200
NISSAN,Altima SR/Platinum,MID-SIZE,2.0,4,AV,X,9.1,6.9,8.1,35,190,Regular Gasoline,Sedan,Small <2.0L,12.345679012345679,2345.679012345679,4-cyl or less,Medium 150-200
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,8.5,6.3,7.5,38,177,Regular Gasoline,Sedan,Medium 2.0-3.5L,13.333333333333334,2360.0,4-cyl or less,Medium 150-200
NISSAN,Altima AWD,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,36,186,Regular Gasoline,Sedan,Medium 2.0-3.5L,12.658227848101266,2354.430379746835,4-cyl or less,Medium 150-200
NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,35,190,Regular Gasoline,Sedan,Medium 2.0-3.5L,12.345679012345679,2345.679012345679,4-cyl or less,Medium 150-200
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,17.7,12.9,15.5,18,364,Regular Gasoline,SUV,Large >3.5L,6.451612903225806,2348.3870967741937,8-cyl,Very High >250
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,23,290,Regular Gasoline,Truck,Medium 2.0-3.5L,8.130081300813007,2357.723577235772,4-cyl or less,Very High >250
NISSAN,Frontier,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.3,12.7,22,299,Regular Gasoline,Truck,Large >3.5L,7.874015748031496,2354.3307086614172,6-cyl,Very High >250
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.9,20,326,Regular Gasoline,Truck,Large >3.5L,7.194244604316546,2345.3237410071943,6-cyl,Very High >250
NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317,Regular Gasoline,Truck,Large >3.5L,7.407407407407407,2348.1481481481483,6-cyl,Very High >250
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.2,10.7,12.6,22,295,Premium Gasoline,Compact,Large >3.5L,7.936507936507937,2341.2698412698414,6-cyl,Very High >250
NISSAN,Kicks,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,39,169,Regular Gasoline,Sedan,Small <2.0L,13.88888888888889,2347.222222222222,4-cyl or less,Medium 150-200
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233,Premium Gasoline,Sedan,Medium 2.0-3.5L,10.1010101010101,2353.5353535353534,6-cyl,High 200-250
